,text
481,"['kingdoms', 'pandu', 'cola', 'gola', 'habit', 'carrying', 'yellow', 'pennon', 'body', 'adorned', 'himself', 'pennon', 'taking', 'wrestling', 'matches', 'wellknown', 'pitamalla', 'yellow', 'wrestler', 'renunciation', 'world', 'known', 'elder', 'yellow', 'wrestler', 'came', 'tambapanni', 'isle', 'ceylon', 'having', 'information', 'wrestlers', 'honored', 'hospitably', 'received', 'island']"
482,[]
483,"['manner', 'way', 'conducive', 'destruction', 'suffering', 'like', 'elder', 'tissa']"
484,[]
485,"['sakka', 'king', 'gods', 'seeing', 'portents', 'afraid', 'death', 'griefstricken', 'came', 'buddha', 'asked', 'question', 'close', 'answering', 'question', 'buddha', 'sakka', 'established', 'stage', 'arahantship', 'eighty', 'thousand', 'gods', 'established', 'sakka', 'stage', 'sanctity', 'life', 'sakka', 'restored', 'just', 'original', 'state', 'rebirth', 'king', 'gods']"
486,[]
487,"['said', 'subrahma', 'god', 'partaking', 'delights', 'paradise', 'company', 'thousand', 'heavenly', 'nymphs', 'nymphs', 'picking', 'flowers', 'tree', 'died', 'reborn', 'state', 'woe', 'having', 'seen', 'rebirth', 'state', 'woe', 'having', 'understood', 'end', 'life', 'approaching', 'death', 'reborn', 'state', 'woe', 'frightened', 'went', 'buddha', 'remaining', 'nymphs', 'said', 'lord']"
488,[]
489,"['heart', 'state', 'fear']"
490,"['anguish', 'drear']"
491,"['concerning', 'things', 'taken', 'place']"
492,"['things', 'shortly', 'shall', 'face']"
493,"['place', 'free', 'evry', 'fear']"
494,"['fearfree', 'place', 'wilt', 'thou', 'clear']"
495,[]
496,"['blessed', 'replied', 'follows']"
497,[]
498,"['wakening', 'factors', 'truth']"
499,"['virtues', 'holy', 'state']"
500,"['restraint', 'relinquishment']"
501,"['bless', 'living', 'beings']"
502,[]
503,"['end', 'instruction', 'subrahma', 'nymphs', 'established', 'stage', 'awakening', 'said', 'returned', 'paradise', 'having', 'firm', 'heavenly', 'fortunate', 'state', 'life']"
504,[]
505,"['understood', 'way', 'developed', 'manner', 'conducive', 'destruction', 'grief', 'like', 'sakka']"
506,[]
507,"['ñayassa', 'adhigamaya', 'reaching', 'right', 'path', 'noble', 'eightfold', 'path', 'called', 'right', 'path', 'preliminary', 'mundane', 'way', 'arousing', 'mindfulness', 'maintained', 'grown', 'cultivated', 'conducive', 'realisation', 'supramundane', 'way']"
508,[]
509,"['nibbanassa', 'sacchikiriyaya', 'attainment', 'nibbana', 'said', 'follows', 'attainment', 'ocular', 'experience', 'oneself', 'deathless', 'nibbana', 'reason', 'absence', 'lust', 'vana', 'literally', 'sewing', 'weaving', 'root', 'weave', 'called', 'craving', 'tanha']"
510,[]
511,"['craving', 'tanha', 'sews', 'samsibbati', 'weaves', 'vinati', 'aggregate', 'aggregate', 'effect', 'cause', 'suffering', 'beings', 'nibbana', 'vana', 'man', 'attained', 'nibbana', 'vana']"
512,[]
513,"['ocular', 'experience', 'oneself', 'sensing', 'aid', 'outside']"
514,[]
515,"['way', 'maintained', 'effects', 'attainment', 'nibbana', 'gradually']"
516,[]
517,"['phrase', 'purification', 'beings', 'things', 'meant', 'phrases', 'follows', 'attained', 'significance', 'phrases', 'follow', 'obvious', 'person', 'familiar', 'usage', 'dispensation', 'sasana', 'yutti', 'kovido']"
518,[]
519,"['blessed', 'people', 'conversant', 'usage', 'dispensation', 'teach', 'doctrine', 'various', 'discourses', 'sets', 'forth', 'various', 'meanings', 'explained', 'things', 'way', 'effects', 'words', 'overcoming', 'sorrow', 'lamentation', 'forth']"
520,[]
521,"['said', 'master', 'explained', 'things', 'accomplished', 'way', 'manner', 'order', 'thing', 'leads', 'purification', 'beings', 'way', 'dependent', 'overcoming', 'sorrow', 'lamentation', 'overcoming', 'dependent', 'destruction', 'suffering', 'grief', 'destruction', 'suffering', 'grief', 'dependent', 'reaching', 'right', 'path', 'turn', 'dependent', 'attainment', 'nibbana', 'declaration', 'method', 'deliverance', 'way']"
522,[]
523,"['expression', 'praise', 'way', 'just', 'blessed', 'way', 'characteristics', 'expressed', 'praise', 'cha', 'chakka', 'sutta', 'way', 'characteristics', 'ariyavamsa', 'sutta', 'just', 'way', 'expressed', 'praise', 'way', 'seven', 'characteristics', 'contained', 'words', 'purification', 'beings', 'forth', 'utter', 'talk', 'praise', 'kind', 'purpose', 'bringing', 'bhikkhus', 'blessed', 'thought', 'having', 'heard', 'utterance', 'praise', 'bhikkhus', 'believe', 'way', 'casts', 'onrushings', 'cattaro', 'upaddave', 'harati', 'sorrow', 'produced', 'distress', 'heart', 'hadaya', 'santapabhutam', 'sokam', 'lamentation', 'characterised', 'confused', 'talk', 'vaca', 'vipallabhutam', 'paridevam', 'suffering', 'produced', 'disagreeable', 'bodily', 'feeling', 'kayikam', 'asatabhutam', 'dukkham', 'grief', 'produced', 'disagreeable', 'thought', 'cetasikam', 'asatabhutam', 'domanassam', 'brings', 'extraordinary', 'spiritual', 'attainments', 'purity', 'knowledge', 'nibbana', 'visuddhim', 'ñanam', 'nibbananti', 'tayo', 'visese', 'avahati', 'convinced', 'instruction', 'studied', 'imam', 'dhammadesanam', 'uggahetabbam', 'mastered', 'pariyapunnitabbam', 'borne', 'mind', 'dharetabbam', 'memorized', 'vacetabbam', 'way', 'cultivated', 'imañca', 'maggam', 'bhavetabbam']"
524,[]
525,"['cattaro', 'satipatthana', 'arousings', 'mindfulness', 'relation', 'classes', 'objects', 'mindfulness']"
526,[]
527,"['buddha', 'teach', 'just', 'arousings', 'mindfulness', 'way', 'suitable', 'capable', 'trained']"
528,[]
529,"['regard', 'pair', 'dullwitted', 'keenwitted', 'minds', 'tamable', 'persons', 'craving', 'type', 'theorizing', 'type', 'pursuing', 'path', 'quietude', 'samatha', 'insight', 'vipassana', 'practice', 'meditation', 'following', 'stated', 'dullwitted', 'man', 'craving', 'type', 'arousing', 'mindfulness', 'contemplation', 'gross', 'physical', 'body', 'path', 'purity', 'keenwitted', 'type', 'subtle', 'subject', 'meditation', 'feeling', 'dullwitted', 'man', 'theorizing', 'type', 'path', 'purity', 'arousing', 'mindfulness', 'subject', 'distinctions', 'consciousness', 'citta', 'keenwitted', 'type', 'subject', 'teems', 'distinctions', 'contemplation', 'things', 'mind', 'mental', 'objects', 'dhammanupassana']"
530,[]
531,"['dullwitted', 'man', 'pursuing', 'quietude', 'arousing', 'mindfulness', 'bodycontemplation', 'path', 'purity', 'reason', 'feasibility', 'getting', 'mental', 'reflex', 'keenwitted', 'type', 'continue', 'stay', 'coarse', 'second', 'arousing', 'mindfulness', 'contemplation', 'feeling', 'path', 'purity']"
532,[]
533,"['dullwitted', 'man', 'pursuing', 'path', 'insight', 'subject', 'meditation', 'distinctions', 'contemplation', 'consciousness', 'path', 'purity', 'keenwitted', 'type', 'contemplation', 'mental', 'objects', 'distinctions']"
534,[]
535,"['said', 'arousings', 'mindfulness', 'taught', 'casting', 'illusions', 'vipallasa', 'concerning', 'beauty', 'pleasure', 'permanence', 'ego']"
536,[]
537,"['body', 'ugly', 'people', 'led', 'astray', 'illusion', 'thing', 'beauty', 'order', 'people', 'ugliness', 'body', 'wrong', 'idea', 'arousing', 'mindfulness', 'taught']"
538,[]
539,"['feeling', 'suffering', 'people', 'subject', 'illusion', 'gives', 'pleasure', 'order', 'people', 'painfulness', 'feeling', 'wrong', 'idea', 'second', 'arousing', 'mindfulness', 'taught']"
540,[]
541,"['consciousness', 'impermanent', 'people', 'owing', 'illusion', 'believe', 'permanent', 'impermanence', 'consciousness', 'wean', 'wrong', 'belief', 'arousing', 'mindfulness', 'taught']"
542,[]
543,"['mental', 'objects', 'insubstantial', 'soulless', 'possess', 'entity', 'people', 'believe', 'reason', 'illusion', 'mental', 'things', 'substantial', 'endowed', 'abiding', 'core', 'soul', 'form', 'soul', 'ego', 'substance', 'abides', 'convince', 'errant', 'folk', 'fact', 'soullessness', 'insubstantiality', 'mental', 'things', 'destroy', 'illusion', 'clouds', 'minds', 'fourth', 'arousing', 'mindfulness', 'taught']"
544,[]
545,"['drawing', 'distinctions', 'said', 'body', 'feeling', 'cause', 'zest', 'assadassa', 'karana', 'rejection', 'zest', 'body', 'dullwitted', 'manda', 'man', 'craving', 'type', 'tanhacarita', 'seeing', 'dassana', 'ugly', 'asubha', 'body', 'coarse', 'object', 'olarika', 'arammana', 'basis', 'craving', 'tanha', 'vatthu', 'convenient', 'type', 'man', 'contemplation', 'corporeality', 'arousing', 'mindfulness', 'path', 'purity', 'visuddhi', 'magga', 'abandoning', 'zest', 'keenwitted', 'tikha', 'man', 'craving', 'type', 'seeing', 'suffering', 'feeling', 'subtle', 'object', 'sukhuma', 'arammana', 'basis', 'craving', 'convenient', 'contemplation', 'feeling', 'second', 'arousing', 'mindfulness', 'path', 'purity']"
546,[]
547,"['dullwitted', 'man', 'theorizing', 'type', 'ditthi', 'carita', 'convenient', 'consciousness', 'citta', 'fairly', 'simple', 'way', 'set', 'forth', 'discourse', 'way', 'impermanence', 'aniccata', 'way', 'divisions', 'mindwithlust', 'saragadi', 'vasena', 'order', 'reject', 'notion', 'permanence', 'nicca', 'sañña', 'regard', 'consciousness', 'consciousness', 'special', 'condition', 'visesa', 'karana', 'wrong', 'view', 'basic', 'belief', 'permanence', 'niccanti', 'abhinivesa', 'vatthutaya', 'ditthiya', 'contemplation', 'consciousness', 'arousing', 'mindfulness', 'path', 'purity', 'type', 'man']"
548,[]
549,"['keenwitted', 'man', 'theorizing', 'type', 'convenient', 'mental', 'objects', 'things', 'dhamma', 'according', 'manifold', 'way', 'set', 'forth', 'discourse', 'way', 'perception', 'senseimpression', 'forth', 'nivaranadi', 'vasena', 'order', 'reject', 'notion', 'soul', 'atta', 'sañña', 'regard', 'mental', 'things', 'mental', 'things', 'special', 'conditions', 'wrong', 'view', 'basic', 'belief', 'soul', 'attanti', 'abhinivesa', 'vatthutaya', 'ditthiya', 'type', 'man', 'contemplation', 'mental', 'objects', 'fourth', 'arousing', 'mindfulness', 'path', 'purity']"
550,[]
551,"['consciousness', 'mental', 'objects', 'constitute', 'outstanding', 'conditions', 'theorizing', 'consciousness', 'condition', 'decisive', 'factor', 'belief', 'permanence', 'mental', 'objects', 'conditions', 'decisive', 'factors', 'belief', 'soul']"
552,[]
553,"['consciousness', 'mental', 'objects', 'decisive', 'factors', 'craving', 'theorizing', 'body', 'feeling', 'decisive', 'factors', 'theorizing', 'craving', 'point', 'stronger', 'body', 'feeling', 'craving', 'stronger', 'consciousness', 'mental', 'objects', 'theorizing', 'distinctions', 'drawn']"
554,[]
555,"['continue', 'stay', 'coarse', 'keenwitted', 'man', 'pursuing', 'path', 'quietude', 'lays', 'hold', 'gross', 'subject', 'meditation', 'stay', 'lays', 'hold', 'feeling', 'subtle', 'subject', 'meditation', 'way', 'factors', 'absorption', 'jhana', 'attaining', 'emerging', 'absorption', 'reached', 'material', 'body', 'subject']"
556,[]
557,"['heart', 'man', 'pursuing', 'path', 'insight', 'takes', 'contemplation', 'subtle', 'consciousness', 'mental', 'object', 'spoken', 'path', 'purity', 'man', 'dullwitted', 'keenwitted', 'pursuing', 'insight']"
558,[]
559,"['arousings', 'mindfulness', 'taught', 'purpose', 'casting', 'illusions', 'getting', 'rid', 'floods', 'bonds', 'outflowings', 'knots', 'clingings', 'wrong', 'courses', 'penetration', 'fourfold', 'nutriment', 'according', 'method', 'exegesis', 'nettipakarana']"
560,[]
561,"['commentary', 'said', 'way', 'remembering', 'meeting', 'thing', 'arousing', 'mindfulness', 'fourfold', 'regarded', 'subject', 'meditation']"
562,[]
563,"['way', 'remembering', 'way', 'reflection', 'actions', 'skill', 'forth', 'body', 'speech', 'thought']"
564,[]
565,"['meeting', 'thing', 'union', 'onenatured', 'nibbana']"
566,[]
567,"['city', 'gates', 'men', 'coming', 'east', 'goods', 'produced', 'east', 'enter', 'east', 'gate', 'men', 'coming', 'south', 'men', 'coming', 'west', 'men', 'coming', 'north', 'goods', 'produced', 'north', 'enter', 'north', 'gate', 'nibbana', 'like', 'city', 'real', 'supramundane', 'eightfold', 'path', 'like', 'citygate', 'body', 'mind', 'feelings', 'mental', 'objects', 'like', 'chief', 'directions', 'space', 'like', 'people', 'coming', 'east', 'goods', 'produced', 'east', 'enter', 'nibbana', 'means', 'bodycontemplation', 'real', 'supramundane', 'path', 'produced', 'power', 'bodycontemplation', 'practiced', 'fourteen', 'ways', 'like', 'people', 'coming', 'south', 'enter', 'means', 'feelingcontemplation', 'practiced', 'ways', 'like', 'people', 'coming', 'west', 'enter', 'means', 'consciousnesscontemplation', 'practiced', 'sixteen', 'ways', 'like', 'people', 'coming', 'north', 'enter', 'means', 'mentalobjectcontemplation', 'practiced', 'ways']"
568,[]
569,"['account', 'cause', 'account', 'sameness', 'entry', 'nibbana', 'arousing', 'mindfulness', 'said', 'just', 'thing', 'meeting', 'nibbana', 'various', 'arousings', 'mindfulness', 'called', 'meeting', 'thing', 'account', 'participation', 'nibbana', 'account', 'kind']"
570,[]
571,"['katame', 'cattaro', 'question', 'indicating', 'desire', 'expound', 'teaching']"
572,[]
573,"['idha', 'dispensation']"
574,[]
575,"['bhikkhave', 'bhikkhus', 'term', 'addressing', 'persons', 'accept', 'teaching']"
576,[]
577,"['bhikkhu', 'term', 'indicate', 'person', 'earnestly', 'endeavors', 'accomplish', 'practice', 'teaching', 'gods', 'men', 'certainly', 'strive', 'earnestly', 'accomplish', 'practice', 'teaching', 'excellence', 'bhikkhustate', 'way', 'practice', 'master', 'said', 'bhikkhu', 'accept', 'teaching', 'buddha', 'bhikkhu', 'highest', 'owing', 'fitness', 'receiving', 'manifold', 'instruction', 'highest', 'kind', 'person', 'bhikkhu', 'reckoned', 'rest', 'reckoned', 'regard', 'royal', 'procession', 'like', 'king', 'reckoned', 'reckoning', 'king', 'retinue', 'reckoned', 'word', 'bhikkhu', 'used', 'buddha', 'point', 'bhikkhustate', 'practice', 'teaching', 'way', 'practices', 'practice', 'arousing', 'mindfulness', 'called', 'bhikkhu', 'follows', 'teaching', 'shining', 'deva', 'human', 'called', 'bhikkhu', 'accordingly', 'said']"
578,[]
579,"['welldressed', 'calm']"
580,"['tamed', 'humble', 'pure', 'man', 'harm']"
581,"['aught', 'lives', 'ones', 'brahman', 'true']"
582,"['ascetic', 'mendicant']"
583,[]
584,"['kaye', 'body', 'corporeal', 'group', 'group', 'big', 'small', 'corporeal', 'constituents', 'things', 'like', 'hair', 'head', 'hair', 'body', 'nails', 'teeth', 'sense', 'collection', 'samuhatthena', 'similar', 'herd', 'elephants', 'concourse', 'chariots', 'according', 'grammatical', 'method', 'sadda', 'nayena', 'explanation', 'way', 'wordanalysis', 'nirutti', 'nayena']"
585,[]
586,"['sense', 'collection', 'sense', 'focus', 'filthy', 'disgusting', 'kaya', 'body', 'kaya', 'birthplace', 'aya', 'disgusting', 'exceedingly', 'repellent', 'birthplace', 'aya', 'place', 'origin', 'uppattidesa', 'originate', 'place', 'ayanti', 'tato', 'place', 'origin', 'ayo', 'originates', 'repulsive', 'things', 'like', 'hair', 'head', 'body', 'place', 'origin', 'disgusting', 'contemptible', 'things', 'kucchitanam', 'ayoti', 'kayo']"
587,[]
588,"['kayanupassi', 'contemplating', 'body', 'possessed', 'character', 'bodycontemplation', 'observing', 'body']"
589,[]
590,"['word', 'body', 'used', 'twice', 'phrase', 'contemplating', 'body', 'body', 'determining', 'object', 'isolating', 'sifting', 'thoroughly', 'vinibbhoga', 'apparently', 'compact', 'ghana', 'nature', 'things', 'like', 'continuity', 'santati']"
591,[]
592,"['contemplating', 'feeling', 'consciousness', 'mental', 'objects', 'body', 'just', 'contemplating', 'body', 'determination', 'isolation', 'set', 'forth', 'pointing', 'way', 'contemplating', 'body', 'property', 'called', 'body']"
593,[]
594,"['body', 'contemplation', 'uniform', 'thing', 'apart', 'big', 'small', 'members', 'body', 'man', 'woman', 'apart', 'things', 'like', 'hair', 'head', 'hair', 'body']"
595,[]
596,"['apart', 'qualities', 'primary', 'derived', 'materiality', 'body']"
597,[]
598,"['character', 'contemplating', 'collection', 'major', 'minor', 'corporeal', 'members', 'like', 'seeing', 'constituents', 'cart', 'character', 'contemplating', 'collection', 'hair', 'head', 'hair', 'body', 'like', 'comparable', 'seeing', 'component', 'parts', 'city', 'character', 'contemplating', 'collection', 'primary', 'derived', 'materiality', 'comparable', 'separation', 'leaf', 'covering', 'plantaintrunk', 'like', 'opening', 'fist', 'pointing', 'basis', 'called', 'body', 'form', 'collection', 'ways', 'sifting', 'thoroughly', 'apparently', 'compact', 'shown']"
599,[]
600,"['body', 'apart', 'mentioned', 'collection', 'seen', 'body', 'man', 'woman', 'beings', 'engender', 'wrong', 'belief', 'ways', 'bare', 'groups', 'things', 'mentioned', 'men', 'old', 'said']"
601,[]
602,"['sees', 'properly', 'seen']"
603,"['seen', 'properly']"
604,"['seeing', 'properly', 'shackled', 'clean']"
605,"['shackled', 'fool', 'free']"
606,[]
607,"['sees', 'man', 'woman', 'sees', 'seeing', 'man', 'woman', 'eye', 'woman', 'man', 'statements', 'refer', 'sees', 'way', 'ordinary', 'perception', 'perception', 'owing', 'wrong', 'comprehension', 'sensebasis', 'rupayatana', 'highest', 'sense', 'philosophically', 'falsely', 'determined', 'condition', 'material', 'form', 'viparita', 'gahavasena', 'miccha', 'parikappita', 'rupatta']"
608,[]
609,"['meaning', 'absence', 'perception', 'called', 'seeing', 'primary', 'derived', 'materiality', 'beginning', 'things', 'hair', 'head', 'owing', 'noncognizability', 'collective', 'nature', 'object', 'like', 'man', 'woman', 'eyeconsciousness', 'kesadibhutupadaya', 'samuhasankhatam', 'ditthi', 'hoti', 'acakkhuviññana', 'viññeyyatta']"
610,[]
611,"['seen', 'properly', 'according', 'reality', 'eye', 'wisdom', 'sensebasis', 'exists', 'collection', 'primary', 'derived', 'materiality', 'beginning', 'hair', 'head', 'like', 'yam', 'rupayatanam', 'kesadibhutupadaya', 'samuhasankhatam', 'dittham', 'tam', 'paññacakkhuna', 'bhutato', 'passati']"
612,[]
613,"['seeing', 'properly', 'shackled', 'seeing', 'body', 'actually', 'eye', 'wisdom', 'thinks', 'self', 'bound', 'fetter', 'defilement', 'imam', 'attabhavam', 'yathabhutam', 'paññacakkhuna', 'apassanto', 'etam', 'mama', 'esohamasmi', 'eso', 'attati', 'kilesa', 'bandhanena', 'bajjhati']"
